timestamp,pump_id,temperature,vibration,pressure,flow_rate,power,label,anomaly_type
2026-01-01 00:00:00,P-101,64.53870314493363,2.232511449881005,4.998901229602078,100.8940854754202,11.942070627858064,0,normal
2026-01-01 00:01:00,P-101,64.76732056401411,2.2244346695391655,4.9954609463437585,99.774685960558,11.90255775713997,0,normal
2026-01-01 00:02:00,P-101,64.49874338210198,2.0934384236230312,5.016630254706298,101.21296132051673,11.677260205089498,0,normal
2026-01-01 00:03:00,P-101,65.07819281397425,2.258692260286005,5.094401632675585,102.81213303603528,12.018345952740772,0,normal
2026-01-01 00:04:00,P-101,65.82602802130646,2.056461672540191,4.9444223504332525,99.67275620273236,12.13674850244632,0,normal
2026-01-01 00:05:00,P-101,64.40643784523292,2.1240233099810752,4.9377190398418005,99.69633292476868,11.7360435639277,0,normal
2026-01-01 00:06:00,P-101,65.75525808453345,2.012059762822675,5.1164024061504305,102.98390242004224,12.299213602811388,0,normal
2026-01-01 00:07:00,P-101,64.54229283749865,2.3616203299276113,4.9830771985904345,101.5462330522126,12.143941955783244,0,normal
2026-01-01 00:08:00,P-101,64.39075081481005,2.1701831652263883,4.905020701888656,99.34331766390504,11.833452865522943,0,normal
2026-01-01 00:09:00,P-101,65.53465856219005,2.4169823532264263,4.9779257944154915,101.18848903624824,12.007348743619875,0,normal
2026-01-01 00:10:00,P-101,65.7048540393611,2.292363037641223,4.970908562934131,99.40122544012112,12.30170112473184,0,normal
2026-01-01 00:11:00,P-101,65.5986805340213,2.2499828584923103,5.103052846350477,99.42054554096732,12.129325928930191,0,normal
2026-01-01 00:12:00,P-101,64.15288403930322,2.1423089282456145,5.0719164051541155,100.7178570287744,12.02329244184286,0,normal
2026-01-01 00:13:00,P-101,64.64754365579941,2.089697772607972,5.048945132434268,96.86186892700113,11.858319404417836,0,normal
2026-01-01 00:14:00,P-101,65.51116090349863,2.2495792509550077,5.029641663311772,97.22435083474969,11.932052339132822,0,normal
2026-01-01 00:15:00,P-101,64.98425394102784,2.187963084176851,5.059642003410469,99.34049463973976,11.877862127603732,0,normal
2026-01-01 00:16:00,P-101,64.13957267325428,2.0474984568266272,4.937363287980287,98.55290368409096,11.535637209378924,0,normal
2026-01-01 00:17:00,P-101,65.4509917109186,2.0658095926905475,4.9957479412677674,100.96500921425115,12.437385858534482,0,normal
2026-01-01 00:18:00,P-101,64.53352476537819,2.103918139511087,4.918588531687097,98.78826035987456,11.994712810636118,0,normal
2026-01-01 00:19:00,P-101,66.17230210172603,2.382766545414748,4.96430454425528,97.90387063928723,12.016745572203124,0,normal
2026-01-01 00:20:00,P-101,66.03272185546187,2.42459349521713,5.078962061157227,103.10747117917948,12.081642585400004,0,normal
2026-01-01 00:21:00,P-101,65.34210986466812,2.2147213761636912,5.010282461925166,100.08616319883082,11.855561535820009,0,normal
